workout_id,workout_start_time,workout_name,exercise_idx,exercise_title,muscle_group,equipment,set_index,set_type,weight_kg,reps,rpe,distance_meters,duration_seconds
Workout_052,2024-10-19 00:19:27,Core,3,Kneeling Push Up,chest,none,2,normal,,20.0,,,
Workout_052,2024-10-19 00:19:27,Core,3,Kneeling Push Up,chest,none,3,normal,,15.0,,,
Workout_052,2024-10-19 00:19:27,Core,4,Crunch,abdominals,none,1,normal,,20.0,,,
Workout_052,2024-10-19 00:19:27,Core,4,Crunch,abdominals,none,2,normal,,20.0,,,
Workout_052,2024-10-19 00:19:27,Core,4,Crunch,abdominals,none,3,normal,,15.0,,,
Workout_052,2024-10-19 00:19:27,Core,5,Side Bend (Dumbbell),abdominals,dumbbell,1,normal,10.0,20.0,,,
Workout_052,2024-10-19 00:19:27,Core,5,Side Bend (Dumbbell),abdominals,dumbbell,2,normal,10.0,20.0,,,
Workout_052,2024-10-19 00:19:27,Core,5,Side Bend (Dumbbell),abdominals,dumbbell,3,normal,10.0,20.0,,,
Workout_052,2024-10-19 00:19:27,Core,6,Spinning,cardio,machine,1,normal,,,,,122.0
Workout_053,2024-10-20 00:21:41,Chest,1,Warm Up,full_body,none,1,normal,,,,,384.0
Workout_053,2024-10-20 00:21:41,Chest,2,Kneeling Push Up,chest,none,1,normal,,20.0,,,
Workout_053,2024-10-20 00:21:41,Chest,2,Kneeling Push Up,chest,none,2,normal,,15.0,,,
Workout_053,2024-10-20 00:21:41,Chest,2,Kneeling Push Up,chest,none,3,normal,,12.0,,,
Workout_053,2024-10-20 00:21:41,Chest,3,Incline Bench Press (Barbell),chest,barbell,1,normal,25.0,17.0,,,
Workout_053,2024-10-20 00:21:41,Chest,3,Incline Bench Press (Barbell),chest,barbell,2,normal,25.0,12.0,,,
Workout_053,2024-10-20 00:21:41,Chest,3,Incline Bench Press (Barbell),chest,barbell,3,normal,25.0,15.0,,,
Workout_053,2024-10-20 00:21:41,Chest,4,Bench Press (Barbell),chest,barbell,1,normal,25.0,20.0,,,
Workout_053,2024-10-20 00:21:41,Chest,4,Bench Press (Barbell),chest,barbell,2,normal,30.0,15.0,,,
Workout_053,2024-10-20 00:21:41,Chest,4,Bench Press (Barbell),chest,barbell,3,normal,30.0,12.0,,,
Workout_053,2024-10-20 00:21:41,Chest,5,Decline Bench Press (Dumbbell),chest,dumbbell,1,normal,10.0,20.0,,,
Workout_053,2024-10-20 00:21:41,Chest,5,Decline Bench Press (Dumbbell),chest,dumbbell,2,normal,10.0,20.0,,,
Workout_053,2024-10-20 00:21:41,Chest,5,Decline Bench Press (Dumbbell),chest,dumbbell,3,normal,15.0,15.0,,,
Workout_053,2024-10-20 00:21:41,Chest,6,Chest Fly (Dumbbell),chest,dumbbell,1,normal,5.0,20.0,,,
Workout_053,2024-10-20 00:21:41,Chest,6,Chest Fly (Dumbbell),chest,dumbbell,2,normal,10.0,20.0,,,
Workout_053,2024-10-20 00:21:41,Chest,6,Chest Fly (Dumbbell),chest,dumbbell,3,normal,10.0,15.0,,,
Workout_053,2024-10-20 00:21:41,Chest,7,Chest Fly (Machine),chest,machine,1,normal,21.0,25.0,,,
Workout_053,2024-10-20 00:21:41,Chest,7,Chest Fly (Machine),chest,machine,2,normal,28.0,20.0,,,
Workout_053,2024-10-20 00:21:41,Chest,7,Chest Fly (Machine),chest,machine,3,normal,28.0,13.0,,,
Workout_054,2024-10-21 00:22:22,Back,1,Warm Up,full_body,none,1,normal,,,,,465.0
Workout_054,2024-10-21 00:22:22,Back,2,Lat Pulldown (Cable),lats,machine,1,normal,28.0,20.0,,,
Workout_054,2024-10-21 00:22:22,Back,2,Lat Pulldown (Cable),lats,machine,2,normal,28.0,20.0,,,
Workout_054,2024-10-21 00:22:22,Back,2,Lat Pulldown (Cable),lats,machine,3,normal,28.0,15.0,,,
Workout_054,2024-10-21 00:22:22,Back,3,Seated Cable Row - V Grip (Cable),upper_back,machine,1,normal,28.0,25.0,,,
Workout_054,2024-10-21 00:22:22,Back,3,Seated Cable Row - V Grip (Cable),upper_back,machine,2,normal,28.0,20.0,,,
Workout_054,2024-10-21 00:22:22,Back,3,Seated Cable Row - V Grip (Cable),upper_back,machine,3,normal,28.0,20.0,,,
Workout_054,2024-10-21 00:22:22,Back,4,T Bar Row,upper_back,barbell,1,normal,10.0,20.0,,,
Workout_054,2024-10-21 00:22:22,Back,4,T Bar Row,upper_back,barbell,2,normal,10.0,20.0,,,
Workout_054,2024-10-21 00:22:22,Back,4,T Bar Row,upper_back,barbell,3,normal,10.0,15.0,,,
Workout_054,2024-10-21 00:22:22,Back,5,Dumbbell Row,lats,dumbbell,1,normal,10.0,20.0,,,
Workout_054,2024-10-21 00:22:22,Back,5,Dumbbell Row,lats,dumbbell,2,normal,10.0,20.0,,,
Workout_054,2024-10-21 00:22:22,Back,5,Dumbbell Row,lats,dumbbell,3,normal,15.0,20.0,,,
Workout_054,2024-10-21 00:22:22,Back,6,Iso-Lateral Row (Machine),upper_back,machine,1,normal,30.0,20.0,,,
Workout_054,2024-10-21 00:22:22,Back,6,Iso-Lateral Row (Machine),upper_back,machine,2,normal,30.0,20.0,,,
Workout_054,2024-10-21 00:22:22,Back,6,Iso-Lateral Row (Machine),upper_back,machine,3,normal,30.0,20.0,,,
Workout_054,2024-10-21 00:22:22,Back,7,Cable Crunch,abdominals,machine,1,normal,28.0,20.0,,,
Workout_054,2024-10-21 00:22:22,Back,7,Cable Crunch,abdominals,machine,2,normal,35.0,20.0,,,
Workout_054,2024-10-21 00:22:22,Back,7,Cable Crunch,abdominals,machine,3,normal,35.0,20.0,,,
Workout_054,2024-10-21 00:22:22,Back,8,Spinning,cardio,machine,1,normal,,,,,123.0
Workout_055,2024-10-22 00:25:32,Shoulder,1,Warm Up,full_body,none,1,normal,,,,,432.0
Workout_055,2024-10-22 00:25:32,Shoulder,2,Overhead Press (Dumbbell),shoulders,dumbbell,1,normal,10.0,25.0,,,
Workout_055,2024-10-22 00:25:32,Shoulder,2,Overhead Press (Dumbbell),shoulders,dumbbell,2,normal,10.0,20.0,,,
Workout_055,2024-10-22 00:25:32,Shoulder,2,Overhead Press (Dumbbell),shoulders,dumbbell,3,normal,10.0,15.0,,,
Workout_055,2024-10-22 00:25:32,Shoulder,3,Front Raise (Barbell),shoulders,barbell,1,normal,12.5,20.0,,,
Workout_055,2024-10-22 00:25:32,Shoulder,3,Front Raise (Barbell),shoulders,barbell,2,normal,12.5,18.0,,,
Workout_055,2024-10-22 00:25:32,Shoulder,3,Front Raise (Barbell),shoulders,barbell,3,normal,12.5,20.0,,,
Workout_055,2024-10-22 00:25:32,Shoulder,4,Face Pull,shoulders,machine,1,normal,28.0,20.0,,,
Workout_055,2024-10-22 00:25:32,Shoulder,4,Face Pull,shoulders,machine,2,normal,28.0,20.0,,,
Workout_055,2024-10-22 00:25:32,Shoulder,4,Face Pull,shoulders,machine,3,normal,28.0,15.0,,,
Workout_055,2024-10-22 00:25:32,Shoulder,5,Shoulder Press (Machine Plates),shoulders,machine,1,normal,7.5,16.0,,,
Workout_055,2024-10-22 00:25:32,Shoulder,5,Shoulder Press (Machine Plates),shoulders,machine,2,normal,7.5,15.0,,,
Workout_055,2024-10-22 00:25:32,Shoulder,5,Shoulder Press (Machine Plates),shoulders,machine,3,normal,7.5,16.0,,,
Workout_055,2024-10-22 00:25:32,Shoulder,6,Rear Delt Reverse Fly (Machine),shoulders,machine,1,normal,14.0,20.0,,,
Workout_055,2024-10-22 00:25:32,Shoulder,6,Rear Delt Reverse Fly (Machine),shoulders,machine,2,normal,21.0,20.0,,,
Workout_055,2024-10-22 00:25:32,Shoulder,6,Rear Delt Reverse Fly (Machine),shoulders,machine,3,normal,28.0,20.0,,,
Workout_055,2024-10-22 00:25:32,Shoulder,7,Shrug (Dumbbell),traps,dumbbell,1,normal,10.0,20.0,,,
Workout_055,2024-10-22 00:25:32,Shoulder,7,Shrug (Dumbbell),traps,dumbbell,2,normal,15.0,20.0,,,
Workout_055,2024-10-22 00:25:32,Shoulder,7,Shrug (Dumbbell),traps,dumbbell,3,normal,15.0,20.0,,,
Workout_056,2024-10-23 00:23:31,Legs,1,Warm Up,full_body,none,1,normal,,,,,413.0
Workout_056,2024-10-23 00:23:31,Legs,2,Squat (Bodyweight),quadriceps,none,1,normal,,20.0,,,
Workout_056,2024-10-23 00:23:31,Legs,2,Squat (Bodyweight),quadriceps,none,2,normal,,20.0,,,
Workout_056,2024-10-23 00:23:31,Legs,2,Squat (Bodyweight),quadriceps,none,3,normal,,20.0,,,
Workout_056,2024-10-23 00:23:31,Legs,3,Leg Press (Machine),quadriceps,machine,1,normal,50.0,20.0,,,
Workout_056,2024-10-23 00:23:31,Legs,3,Leg Press (Machine),quadriceps,machine,2,normal,70.0,20.0,,,
Workout_056,2024-10-23 00:23:31,Legs,3,Leg Press (Machine),quadriceps,machine,3,normal,70.0,20.0,,,
Workout_056,2024-10-23 00:23:31,Legs,4,Lunge,quadriceps,none,1,normal,,20.0,,,
Workout_056,2024-10-23 00:23:31,Legs,4,Lunge,quadriceps,none,2,normal,,20.0,,,
Workout_056,2024-10-23 00:23:31,Legs,4,Lunge,quadriceps,none,3,normal,,20.0,,,
Workout_056,2024-10-23 00:23:31,Legs,5,Leg Extension (Machine),quadriceps,machine,1,normal,20.0,20.0,,,
Workout_056,2024-10-23 00:23:31,Legs,5,Leg Extension (Machine),quadriceps,machine,2,normal,20.0,20.0,,,
Workout_056,2024-10-23 00:23:31,Legs,5,Leg Extension (Machine),quadriceps,machine,3,normal,20.0,20.0,,,
Workout_056,2024-10-23 00:23:31,Legs,6,Lying Leg Curl (Machine),hamstrings,machine,1,normal,21.0,15.0,,,
Workout_056,2024-10-23 00:23:31,Legs,6,Lying Leg Curl (Machine),hamstrings,machine,2,normal,21.0,15.0,,,
Workout_056,2024-10-23 00:23:31,Legs,6,Lying Leg Curl (Machine),hamstrings,machine,3,normal,21.0,15.0,,,
Workout_056,2024-10-23 00:23:31,Legs,7,Single Leg Standing Calf Raise,calves,none,1,normal,,25.0,,,
Workout_056,2024-10-23 00:23:31,Legs,7,Single Leg Standing Calf Raise,calves,none,2,normal,,30.0,,,
Workout_056,2024-10-23 00:23:31,Legs,7,Single Leg Standing Calf Raise,calves,none,3,normal,,30.0,,,
Workout_057,2024-10-26 00:25:40,Triceps,1,Warm Up,full_body,none,1,normal,,,,,381.0
Workout_057,2024-10-26 00:25:40,Triceps,2,Skullcrusher (Barbell),triceps,barbell,1,normal,7.5,15.0,,,
Workout_057,2024-10-26 00:25:40,Triceps,2,Skullcrusher (Barbell),triceps,barbell,2,normal,12.5,20.0,,,
Workout_057,2024-10-26 00:25:40,Triceps,2,Skullcrusher (Barbell),triceps,barbell,3,normal,17.5,20.0,,,
Workout_057,2024-10-26 00:25:40,Triceps,3,Triceps Extension (Dumbbell),triceps,dumbbell,1,normal,7.5,20.0,,,
Workout_057,2024-10-26 00:25:40,Triceps,3,Triceps Extension (Dumbbell),triceps,dumbbell,2,normal,7.5,20.0,,,
Workout_057,2024-10-26 00:25:40,Triceps,3,Triceps Extension (Dumbbell),triceps,dumbbell,3,normal,7.5,20.0,,,
Workout_057,2024-10-26 00:25:40,Triceps,4,Single Arm Tricep Extension (Dumbbell),triceps,dumbbell,1,normal,10.0,20.0,,,
Workout_057,2024-10-26 00:25:40,Triceps,4,Single Arm Tricep Extension (Dumbbell),triceps,dumbbell,2,normal,10.0,20.0,,,
Workout_057,2024-10-26 00:25:40,Triceps,4,Single Arm Tricep Extension (Dumbbell),triceps,dumbbell,3,normal,10.0,20.0,,,
Workout_057,2024-10-26 00:25:40,Triceps,5,Triceps Pushdown,triceps,machine,1,normal,21.0,20.0,,,
Workout_057,2024-10-26 00:25:40,Triceps,5,Triceps Pushdown,triceps,machine,2,normal,28.0,25.0,,,
Workout_057,2024-10-26 00:25:40,Triceps,5,Triceps Pushdown,triceps,machine,3,normal,28.0,20.0,,,
Workout_057,2024-10-26 00:25:40,Triceps,6,Triceps Kickback (Cable),triceps,machine,1,normal,14.0,20.0,,,
Workout_057,2024-10-26 00:25:40,Triceps,6,Triceps Kickback (Cable),triceps,machine,2,normal,14.0,20.0,,,
Workout_057,2024-10-26 00:25:40,Triceps,6,Triceps Kickback (Cable),triceps,machine,3,normal,14.0,20.0,,,
Workout_058,2024-10-27 00:24:44,Biceps,1,Warm Up,full_body,none,1,normal,,,,,475.0
Workout_058,2024-10-27 00:24:44,Biceps,2,Bicep Curl (Barbell),biceps,barbell,1,normal,15.0,20.0,,,
Workout_058,2024-10-27 00:24:44,Biceps,2,Bicep Curl (Barbell),biceps,barbell,2,normal,20.0,20.0,,,
Workout_058,2024-10-27 00:24:44,Biceps,2,Bicep Curl (Barbell),biceps,barbell,3,normal,20.0,20.0,,,
Workout_058,2024-10-27 00:24:44,Biceps,3,Hammer Curl (Dumbbell),biceps,dumbbell,1,normal,10.0,20.0,,,
Workout_058,2024-10-27 00:24:44,Biceps,3,Hammer Curl (Dumbbell),biceps,dumbbell,2,normal,10.0,20.0,,,
Workout_058,2024-10-27 00:24:44,Biceps,3,Hammer Curl (Dumbbell),biceps,dumbbell,3,normal,15.0,10.0,,,
Workout_058,2024-10-27 00:24:44,Biceps,4,Bicep Curl (Cable),biceps,machine,1,normal,21.0,20.0,,,
Workout_058,2024-10-27 00:24:44,Biceps,4,Bicep Curl (Cable),biceps,machine,2,normal,21.0,20.0,,,
Workout_058,2024-10-27 00:24:44,Biceps,4,Bicep Curl (Cable),biceps,machine,3,normal,28.0,20.0,,,
Workout_058,2024-10-27 00:24:44,Biceps,5,Bicep Curl (Cable),biceps,machine,1,normal,21.0,20.0,,,
Workout_058,2024-10-27 00:24:44,Biceps,5,Bicep Curl (Cable),biceps,machine,2,normal,21.0,20.0,,,
Workout_058,2024-10-27 00:24:44,Biceps,5,Bicep Curl (Cable),biceps,machine,3,normal,28.0,20.0,,,
Workout_058,2024-10-27 00:24:44,Biceps,6,Preacher Curl (Dumbbell),biceps,dumbbell,1,normal,10.0,20.0,,,
Workout_058,2024-10-27 00:24:44,Biceps,6,Preacher Curl (Dumbbell),biceps,dumbbell,2,normal,10.0,20.0,,,
Workout_058,2024-10-27 00:24:44,Biceps,6,Preacher Curl (Dumbbell),biceps,dumbbell,3,normal,15.0,15.0,,,
Workout_058,2024-10-27 00:24:44,Biceps,7,Concentration Curl,biceps,dumbbell,1,normal,10.0,20.0,,,
Workout_058,2024-10-27 00:24:44,Biceps,7,Concentration Curl,biceps,dumbbell,2,normal,10.0,20.0,,,
Workout_058,2024-10-27 00:24:44,Biceps,7,Concentration Curl,biceps,dumbbell,3,normal,10.0,15.0,,,
Workout_059,2024-10-28 00:18:08,Core,1,Warm Up,full_body,none,1,normal,,,,,431.0
Workout_059,2024-10-28 00:18:08,Core,2,Decline Crunch,abdominals,none,1,normal,,20.0,,,
Workout_059,2024-10-28 00:18:08,Core,2,Decline Crunch,abdominals,none,2,normal,,20.0,,,
Workout_059,2024-10-28 00:18:08,Core,2,Decline Crunch,abdominals,none,3,normal,,20.0,,,
Workout_059,2024-10-28 00:18:08,Core,3,Crunch,abdominals,none,1,normal,,20.0,,,
Workout_059,2024-10-28 00:18:08,Core,3,Crunch,abdominals,none,2,normal,,20.0,,,
Workout_059,2024-10-28 00:18:08,Core,3,Crunch,abdominals,none,3,normal,,20.0,,,
Workout_059,2024-10-28 00:18:08,Core,4,Lying Leg Raise,abdominals,none,1,normal,,20.0,,,
Workout_059,2024-10-28 00:18:08,Core,4,Lying Leg Raise,abdominals,none,2,normal,,20.0,,,
Workout_059,2024-10-28 00:18:08,Core,4,Lying Leg Raise,abdominals,none,3,normal,,20.0,,,
Workout_059,2024-10-28 00:18:08,Core,5,Ab Scissors,abdominals,none,1,normal,,20.0,,,
Workout_059,2024-10-28 00:18:08,Core,5,Ab Scissors,abdominals,none,2,normal,,20.0,,,
Workout_059,2024-10-28 00:18:08,Core,5,Ab Scissors,abdominals,none,3,normal,,20.0,,,
Workout_059,2024-10-28 00:18:08,Core,6,Russian Twist (Weighted),abdominals,plate,1,normal,2.5,20.0,,,
Workout_059,2024-10-28 00:18:08,Core,6,Russian Twist (Weighted),abdominals,plate,2,normal,2.5,20.0,,,
Workout_059,2024-10-28 00:18:08,Core,6,Russian Twist (Weighted),abdominals,plate,3,normal,2.5,20.0,,,
Workout_059,2024-10-28 00:18:08,Core,7,Seated Leg Tuck,abdominals,none,1,normal,,20.0,,,
Workout_059,2024-10-28 00:18:08,Core,7,Seated Leg Tuck,abdominals,none,2,normal,,20.0,,,
Workout_059,2024-10-28 00:18:08,Core,7,Seated Leg Tuck,abdominals,none,3,normal,,20.0,,,
Workout_060,2024-10-29 00:22:05,Legs,1,Warm Up,full_body,none,1,normal,,,,,482.0
Workout_060,2024-10-29 00:22:05,Legs,2,Squat (Bodyweight),quadriceps,none,1,normal,,20.0,,,
Workout_060,2024-10-29 00:22:05,Legs,2,Squat (Bodyweight),quadriceps,none,2,normal,,30.0,,,
Workout_060,2024-10-29 00:22:05,Legs,2,Squat (Bodyweight),quadriceps,none,3,normal,,25.0,,,
Workout_060,2024-10-29 00:22:05,Legs,2,Squat (Bodyweight),quadriceps,none,4,normal,,25.0,,,
Workout_060,2024-10-29 00:22:05,Legs,3,Leg Press (Machine),quadriceps,machine,1,normal,50.0,20.0,,,
Workout_060,2024-10-29 00:22:05,Legs,3,Leg Press (Machine),quadriceps,machine,2,normal,50.0,20.0,,,
Workout_060,2024-10-29 00:22:05,Legs,3,Leg Press (Machine),quadriceps,machine,3,normal,50.0,20.0,,,
Workout_060,2024-10-29 00:22:05,Legs,4,Lunge,quadriceps,none,1,normal,,20.0,,,
Workout_060,2024-10-29 00:22:05,Legs,4,Lunge,quadriceps,none,2,normal,,20.0,,,
Workout_060,2024-10-29 00:22:05,Legs,4,Lunge,quadriceps,none,3,normal,,20.0,,,
Workout_060,2024-10-29 00:22:05,Legs,5,Leg Extension (Machine),quadriceps,machine,1,normal,20.0,20.0,,,
Workout_060,2024-10-29 00:22:05,Legs,5,Leg Extension (Machine),quadriceps,machine,2,normal,20.0,25.0,,,
Workout_060,2024-10-29 00:22:05,Legs,5,Leg Extension (Machine),quadriceps,machine,3,normal,20.0,25.0,,,
Workout_060,2024-10-29 00:22:05,Legs,6,Lying Leg Curl (Machine),hamstrings,machine,1,normal,21.0,20.0,,,
Workout_060,2024-10-29 00:22:05,Legs,6,Lying Leg Curl (Machine),hamstrings,machine,2,normal,21.0,20.0,,,
Workout_060,2024-10-29 00:22:05,Legs,6,Lying Leg Curl (Machine),hamstrings,machine,3,normal,21.0,20.0,,,
Workout_060,2024-10-29 00:22:05,Legs,7,Single Leg Standing Calf Raise,calves,none,1,normal,,30.0,,,
Workout_060,2024-10-29 00:22:05,Legs,7,Single Leg Standing Calf Raise,calves,none,2,normal,,30.0,,,
Workout_060,2024-10-29 00:22:05,Legs,7,Single Leg Standing Calf Raise,calves,none,3,normal,,30.0,,,
Workout_061,2024-10-30 00:23:36,Chest,1,Warm Up,full_body,none,1,normal,,,,,458.0
Workout_061,2024-10-30 00:23:36,Chest,2,Bench Press (Barbell),chest,barbell,1,normal,30.0,20.0,,,
Workout_061,2024-10-30 00:23:36,Chest,2,Bench Press (Barbell),chest,barbell,2,normal,30.0,20.0,,,
Workout_061,2024-10-30 00:23:36,Chest,2,Bench Press (Barbell),chest,barbell,3,normal,35.0,14.0,,,
Workout_061,2024-10-30 00:23:36,Chest,3,Decline Bench Press (Barbell),chest,barbell,1,normal,30.0,14.0,,,
Workout_061,2024-10-30 00:23:36,Chest,3,Decline Bench Press (Barbell),chest,barbell,2,normal,30.0,16.0,,,
Workout_061,2024-10-30 00:23:36,Chest,3,Decline Bench Press (Barbell),chest,barbell,3,normal,35.0,11.0,,,
Workout_061,2024-10-30 00:23:36,Chest,4,Incline Bench Press (Dumbbell),chest,dumbbell,1,normal,10.0,20.0,,,
Workout_061,2024-10-30 00:23:36,Chest,4,Incline Bench Press (Dumbbell),chest,dumbbell,2,normal,15.0,20.0,,,
Workout_061,2024-10-30 00:23:36,Chest,4,Incline Bench Press (Dumbbell),chest,dumbbell,3,normal,20.0,12.0,,,
Workout_061,2024-10-30 00:23:36,Chest,5,Incline Chest Fly (Dumbbell),chest,dumbbell,1,normal,10.0,20.0,,,
Workout_061,2024-10-30 00:23:36,Chest,5,Incline Chest Fly (Dumbbell),chest,dumbbell,2,normal,15.0,12.0,,,
Workout_061,2024-10-30 00:23:36,Chest,5,Incline Chest Fly (Dumbbell),chest,dumbbell,3,normal,15.0,15.0,,,
Workout_061,2024-10-30 00:23:36,Chest,6,Chest Fly (Machine),chest,machine,1,normal,28.0,25.0,,,
Workout_061,2024-10-30 00:23:36,Chest,6,Chest Fly (Machine),chest,machine,2,normal,28.0,20.0,,,
Workout_061,2024-10-30 00:23:36,Chest,6,Chest Fly (Machine),chest,machine,3,normal,35.0,10.0,,,
Workout_061,2024-10-30 00:23:36,Chest,7,Kneeling Push Up,chest,none,1,normal,,17.0,,,
Workout_061,2024-10-30 00:23:36,Chest,8,Spinning,cardio,machine,1,normal,,,,,301.0
Workout_062,2024-11-02 00:27:52,Back,1,Warm Up,full_body,none,1,normal,,,,,428.0
Workout_062,2024-11-02 00:27:52,Back,2,Bent Over Row (Barbell),upper_back,barbell,1,normal,20.0,20.0,,,
Workout_062,2024-11-02 00:27:52,Back,2,Bent Over Row (Barbell),upper_back,barbell,2,normal,25.0,20.0,,,
Workout_062,2024-11-02 00:27:52,Back,2,Bent Over Row (Barbell),upper_back,barbell,3,normal,30.0,20.0,,,
Workout_062,2024-11-02 00:27:52,Back,2,Bent Over Row (Barbell),upper_back,barbell,4,normal,30.0,20.0,,,
Workout_062,2024-11-02 00:27:52,Back,3,Lat Pulldown (Cable),lats,machine,1,normal,28.0,20.0,,,
Workout_062,2024-11-02 00:27:52,Back,3,Lat Pulldown (Cable),lats,machine,2,normal,28.0,20.0,,,
Workout_062,2024-11-02 00:27:52,Back,3,Lat Pulldown (Cable),lats,machine,3,normal,35.0,12.0,,,
Workout_062,2024-11-02 00:27:52,Back,4,Iso-Lateral Row (Machine),upper_back,machine,1,normal,40.0,20.0,,,
Workout_062,2024-11-02 00:27:52,Back,4,Iso-Lateral Row (Machine),upper_back,machine,2,normal,40.0,20.0,,,
Workout_062,2024-11-02 00:27:52,Back,4,Iso-Lateral Row (Machine),upper_back,machine,3,normal,50.0,12.0,,,
Workout_062,2024-11-02 00:27:52,Back,5,T Bar Row,upper_back,barbell,1,normal,15.0,12.0,,,
Workout_062,2024-11-02 00:27:52,Back,5,T Bar Row,upper_back,barbell,2,normal,15.0,15.0,,,
Workout_062,2024-11-02 00:27:52,Back,5,T Bar Row,upper_back,barbell,3,normal,15.0,15.0,,,
Workout_062,2024-11-02 00:27:52,Back,6,Dumbbell Row,lats,dumbbell,1,normal,15.0,20.0,,,
Workout_062,2024-11-02 00:27:52,Back,6,Dumbbell Row,lats,dumbbell,2,normal,15.0,20.0,,,
Workout_062,2024-11-02 00:27:52,Back,6,Dumbbell Row,lats,dumbbell,3,normal,20.0,20.0,,,
Workout_063,2024-11-03 00:28:03,Biceps,1,Warm Up,full_body,none,1,normal,,,,,382.0
Workout_063,2024-11-03 00:28:03,Biceps,2,Bicep Curl (Barbell),biceps,barbell,1,normal,15.0,20.0,,,
Workout_063,2024-11-03 00:28:03,Biceps,2,Bicep Curl (Barbell),biceps,barbell,2,normal,20.0,20.0,,,
Workout_063,2024-11-03 00:28:03,Biceps,2,Bicep Curl (Barbell),biceps,barbell,3,normal,25.0,10.0,,,
Workout_063,2024-11-03 00:28:03,Biceps,2,Bicep Curl (Barbell),biceps,barbell,4,normal,25.0,6.0,,,
Workout_063,2024-11-03 00:28:03,Biceps,3,Hammer Curl (Dumbbell),biceps,dumbbell,1,normal,5.0,20.0,,,
Workout_063,2024-11-03 00:28:03,Biceps,3,Hammer Curl (Dumbbell),biceps,dumbbell,2,normal,10.0,20.0,,,
Workout_063,2024-11-03 00:28:03,Biceps,3,Hammer Curl (Dumbbell),biceps,dumbbell,3,normal,15.0,15.0,,,
Workout_063,2024-11-03 00:28:03,Biceps,4,Bicep Curl (Dumbbell),biceps,dumbbell,1,normal,5.0,20.0,,,
Workout_063,2024-11-03 00:28:03,Biceps,4,Bicep Curl (Dumbbell),biceps,dumbbell,2,normal,10.0,20.0,,,
Workout_063,2024-11-03 00:28:03,Biceps,4,Bicep Curl (Dumbbell),biceps,dumbbell,3,normal,15.0,15.0,,,
Workout_063,2024-11-03 00:28:03,Biceps,5,Bicep Curl (Cable),biceps,machine,1,normal,21.0,20.0,,,
Workout_063,2024-11-03 00:28:03,Biceps,5,Bicep Curl (Cable),biceps,machine,2,normal,21.0,25.0,,,
Workout_063,2024-11-03 00:28:03,Biceps,5,Bicep Curl (Cable),biceps,machine,3,normal,28.0,15.0,,,
Workout_063,2024-11-03 00:28:03,Biceps,6,Preacher Curl (Dumbbell),biceps,dumbbell,1,normal,10.0,20.0,,,
Workout_063,2024-11-03 00:28:03,Biceps,6,Preacher Curl (Dumbbell),biceps,dumbbell,2,normal,15.0,20.0,,,
Workout_063,2024-11-03 00:28:03,Biceps,6,Preacher Curl (Dumbbell),biceps,dumbbell,3,normal,15.0,20.0,,,
Workout_063,2024-11-03 00:28:03,Biceps,7,Concentration Curl,biceps,dumbbell,1,normal,10.0,20.0,,,
Workout_063,2024-11-03 00:28:03,Biceps,7,Concentration Curl,biceps,dumbbell,2,normal,15.0,15.0,,,
Workout_063,2024-11-03 00:28:03,Biceps,7,Concentration Curl,biceps,dumbbell,3,normal,15.0,15.0,,,
Workout_064,2024-11-04 00:16:33,Triceps,1,Warm Up,full_body,none,1,normal,,,,,503.0
Workout_064,2024-11-04 00:16:33,Triceps,2,Skullcrusher (Barbell),triceps,barbell,1,normal,12.5,20.0,,,
Workout_064,2024-11-04 00:16:33,Triceps,2,Skullcrusher (Barbell),triceps,barbell,2,normal,17.5,20.0,,,
Workout_064,2024-11-04 00:16:33,Triceps,2,Skullcrusher (Barbell),triceps,barbell,3,normal,17.5,20.0,,,
Workout_064,2024-11-04 00:16:33,Triceps,3,Triceps Extension (Dumbbell),triceps,dumbbell,1,normal,10.0,20.0,,,
Workout_064,2024-11-04 00:16:33,Triceps,3,Triceps Extension (Dumbbell),triceps,dumbbell,2,normal,10.0,20.0,,,
Workout_064,2024-11-04 00:16:33,Triceps,3,Triceps Extension (Dumbbell),triceps,dumbbell,3,normal,10.0,20.0,,,
Workout_064,2024-11-04 00:16:33,Triceps,4,Single Arm Tricep Extension (Dumbbell),triceps,dumbbell,1,normal,10.0,20.0,,,
Workout_064,2024-11-04 00:16:33,Triceps,4,Single Arm Tricep Extension (Dumbbell),triceps,dumbbell,2,normal,10.0,20.0,,,
Workout_064,2024-11-04 00:16:33,Triceps,4,Single Arm Tricep Extension (Dumbbell),triceps,dumbbell,3,normal,10.0,20.0,,,
Workout_064,2024-11-04 00:16:33,Triceps,5,Triceps Pushdown,triceps,machine,1,normal,28.0,20.0,,,
Workout_064,2024-11-04 00:16:33,Triceps,5,Triceps Pushdown,triceps,machine,2,normal,28.0,20.0,,,
Workout_064,2024-11-04 00:16:33,Triceps,5,Triceps Pushdown,triceps,machine,3,normal,35.0,10.0,,,
Workout_064,2024-11-04 00:16:33,Triceps,6,Triceps Kickback (Cable),triceps,machine,1,normal,21.0,20.0,,,
Workout_064,2024-11-04 00:16:33,Triceps,6,Triceps Kickback (Cable),triceps,machine,2,normal,21.0,20.0,,,
Workout_064,2024-11-04 00:16:33,Triceps,6,Triceps Kickback (Cable),triceps,machine,3,normal,21.0,20.0,,,
