user_age,user_experience_num,user_goal_num,user_pref_time,user_equipment_num,user_lifestyle_load_num,energy_level,readiness_level,today_available_time,today_academic_load_num,workouts_completed_7d,workouts_skipped_7d,completion_rate_7d,current_streak_days,avg_completed_duration,too_difficult_freq,workout_duration,workout_difficulty_num,workout_goal_num,workout_intensity_num,workout_equipment_num,workout_recovery_demand,time_delta_mins,goal_matched,equipment_feasible,difficulty_matched,suitability_score,successful_completion,workout_id,dataset_type
18,3,4,45,2,2,1,4,10,2,2,2,0.5,12,25.0,0.25,15,1,3,2,1,2,5,1.0,1.0,1.0,0.813,1,W001,DEVELOPMENT_SYNTHETIC
23,1,2,15,3,3,5,3,10,3,3,4,0.42857142857142855,7,20.0,0.0,15,1,2,1,1,1,5,1.0,1.0,1.0,0.8391,1,W003,DEVELOPMENT_SYNTHETIC
23,2,5,45,2,2,2,2,20,2,4,3,0.5714285714285714,8,12.0,0.0,15,1,3,2,1,2,5,0.0,1.0,1.0,0.5882,0,W001,DEVELOPMENT_SYNTHETIC
25,3,3,45,2,2,2,5,20,2,1,2,0.3333333333333333,9,20.0,0.1,20,2,4,2,2,3,0,1.0,1.0,1.0,0.834,1,W007,DEVELOPMENT_SYNTHETIC
26,3,6,20,2,3,5,5,15,3,5,4,0.5555555555555556,4,25.0,0.0,30,3,6,3,3,5,15,1.0,0.0,1.0,0.05,0,W006,DEVELOPMENT_SYNTHETIC
22,3,1,45,1,2,1,5,15,2,2,4,0.3333333333333333,9,15.0,0.0,25,3,3,3,2,4,10,0.0,0.0,1.0,0.05,0,W010,DEVELOPMENT_SYNTHETIC
24,1,2,45,3,3,2,2,10,3,4,0,1.0,3,12.0,0.4,30,3,6,3,3,5,20,0.0,1.0,0.0,0.05,0,W006,DEVELOPMENT_SYNTHETIC
24,1,2,15,2,3,5,5,15,3,6,0,1.0,11,15.0,0.1,10,1,1,2,1,2,5,0.0,1.0,1.0,0.6673,1,W009,DEVELOPMENT_SYNTHETIC
23,3,1,30,2,3,2,4,20,3,2,4,0.3333333333333333,5,20.0,0.4,25,2,4,3,1,4,5,0.0,1.0,1.0,0.066,0,W004,DEVELOPMENT_SYNTHETIC
22,2,3,15,3,2,3,2,45,2,2,3,0.4,5,20.0,0.25,20,2,5,3,2,4,25,0.0,1.0,1.0,0.2116,0,W002,DEVELOPMENT_SYNTHETIC
23,3,6,30,3,2,2,3,10,2,2,0,1.0,5,25.0,0.25,15,2,5,2,2,3,5,1.0,1.0,1.0,0.8147,1,W008,DEVELOPMENT_SYNTHETIC
22,1,3,45,3,2,2,1,20,2,5,4,0.5555555555555556,3,15.0,0.0,10,1,1,2,1,2,10,0.0,1.0,1.0,0.5143,0,W009,DEVELOPMENT_SYNTHETIC
24,3,3,10,1,1,3,4,15,1,5,1,0.8333333333333334,0,15.0,0.4,15,2,5,2,2,3,0,0.0,0.0,1.0,0.4433,0,W008,DEVELOPMENT_SYNTHETIC
22,3,2,20,1,2,1,1,20,2,4,1,0.8,8,12.0,0.1,20,2,4,2,2,3,0,0.0,0.0,1.0,0.3737,0,W007,DEVELOPMENT_SYNTHETIC
22,1,3,15,2,2,1,1,15,2,4,4,0.5,1,20.0,0.25,15,2,5,2,2,3,0,0.0,1.0,0.0,0.6904,1,W008,DEVELOPMENT_SYNTHETIC
26,3,4,15,3,2,4,3,20,2,6,0,1.0,5,15.0,0.4,10,1,1,1,1,1,10,0.0,1.0,1.0,0.5828,0,W005,DEVELOPMENT_SYNTHETIC
22,1,4,20,1,3,5,2,10,3,4,3,0.5714285714285714,6,20.0,0.0,20,2,4,2,2,3,10,1.0,0.0,1.0,0.2513,0,W007,DEVELOPMENT_SYNTHETIC
23,1,4,30,1,1,2,1,15,1,3,1,0.75,7,20.0,0.25,10,1,1,1,1,1,5,0.0,1.0,1.0,0.8894,1,W005,DEVELOPMENT_SYNTHETIC
23,3,6,20,3,1,2,1,20,1,0,3,0.0,4,15.0,0.4,10,1,1,2,1,2,10,0.0,1.0,1.0,0.6079,1,W009,DEVELOPMENT_SYNTHETIC
23,2,4,20,3,1,5,2,20,1,1,3,0.25,2,25.0,0.25,20,2,4,2,2,3,0,1.0,1.0,1.0,0.859,1,W007,DEVELOPMENT_SYNTHETIC
21,3,4,15,2,3,5,1,20,3,3,4,0.42857142857142855,11,20.0,0.0,25,3,3,3,2,4,5,1.0,1.0,1.0,0.5982,0,W010,DEVELOPMENT_SYNTHETIC
26,1,5,15,3,3,2,2,15,3,6,4,0.6,7,12.0,0.1,25,3,3,3,2,4,10,0.0,1.0,0.0,0.05,0,W010,DEVELOPMENT_SYNTHETIC
25,1,2,10,3,2,2,5,15,2,3,4,0.42857142857142855,0,25.0,0.25,15,1,3,2,1,2,0,0.0,1.0,1.0,0.7911,1,W001,DEVELOPMENT_SYNTHETIC
19,2,2,15,1,3,1,4,15,3,5,0,1.0,8,12.0,0.0,15,2,5,2,2,3,0,0.0,0.0,1.0,0.4448,0,W008,DEVELOPMENT_SYNTHETIC
24,2,5,15,2,1,3,4,45,1,6,3,0.6666666666666666,6,12.0,0.1,30,3,6,3,3,5,15,1.0,0.0,0.0,0.05,0,W006,DEVELOPMENT_SYNTHETIC
20,1,5,45,3,2,2,1,10,2,2,3,0.4,10,25.0,0.4,25,2,4,3,1,4,15,0.0,1.0,0.0,0.05,0,W004,DEVELOPMENT_SYNTHETIC
21,2,3,20,2,1,1,1,20,1,3,4,0.42857142857142855,12,12.0,0.1,25,2,4,3,1,4,5,1.0,1.0,1.0,0.4555,0,W004,DEVELOPMENT_SYNTHETIC
18,1,5,30,3,1,2,1,15,1,3,1,0.75,8,15.0,0.0,15,1,2,1,1,1,0,0.0,1.0,1.0,0.9092,1,W003,DEVELOPMENT_SYNTHETIC
23,2,6,45,1,3,5,5,20,3,6,2,0.75,3,20.0,0.1,10,1,1,2,1,2,10,0.0,1.0,1.0,0.5461,0,W009,DEVELOPMENT_SYNTHETIC
26,2,3,10,2,2,5,2,45,2,4,3,0.5714285714285714,0,20.0,0.4,10,1,1,2,1,2,35,0.0,1.0,1.0,0.2171,0,W009,DEVELOPMENT_SYNTHETIC
22,3,1,15,2,2,4,2,45,2,1,1,0.5,4,15.0,0.4,15,1,3,2,1,2,30,0.0,1.0,1.0,0.2138,0,W001,DEVELOPMENT_SYNTHETIC
20,2,6,45,2,3,4,2,15,3,1,2,0.3333333333333333,10,12.0,0.4,30,3,6,3,3,5,15,1.0,0.0,1.0,0.05,0,W006,DEVELOPMENT_SYNTHETIC
22,3,5,10,3,1,4,5,15,1,6,0,1.0,3,15.0,0.4,25,2,4,3,1,4,10,0.0,1.0,1.0,0.5507,0,W004,DEVELOPMENT_SYNTHETIC
19,2,1,15,1,1,4,2,20,1,3,1,0.75,8,20.0,0.25,20,2,4,2,2,3,0,0.0,0.0,1.0,0.4227,0,W007,DEVELOPMENT_SYNTHETIC
22,3,2,20,3,2,3,5,45,2,3,0,1.0,12,25.0,0.25,25,2,4,3,1,4,20,0.0,1.0,1.0,0.1868,0,W004,DEVELOPMENT_SYNTHETIC
21,2,1,45,2,1,2,1,15,1,4,4,0.5,9,25.0,0.25,15,1,2,1,1,1,0,0.0,1.0,1.0,0.98,1,W003,DEVELOPMENT_SYNTHETIC
21,2,3,45,1,2,4,5,30,2,2,3,0.4,11,25.0,0.4,15,1,2,1,1,1,15,0.0,1.0,1.0,0.2313,0,W003,DEVELOPMENT_SYNTHETIC
25,2,4,45,1,1,2,5,20,1,0,4,0.0,0,12.0,0.0,15,1,3,2,1,2,5,1.0,1.0,1.0,0.7571,1,W001,DEVELOPMENT_SYNTHETIC
20,1,2,10,3,1,1,2,20,1,3,2,0.6,0,25.0,0.4,15,1,3,2,1,2,5,0.0,1.0,1.0,0.5965,0,W001,DEVELOPMENT_SYNTHETIC
18,3,5,10,3,2,5,3,30,2,0,4,0.0,11,25.0,0.1,20,2,5,3,2,4,10,1.0,1.0,1.0,0.7241,1,W002,DEVELOPMENT_SYNTHETIC
26,3,5,15,1,1,3,3,30,1,6,3,0.6666666666666666,1,20.0,0.4,15,2,5,2,2,3,15,1.0,0.0,1.0,0.05,0,W008,DEVELOPMENT_SYNTHETIC
19,1,6,20,3,1,1,1,15,1,3,3,0.5,8,25.0,0.0,15,1,3,2,1,2,0,0.0,1.0,1.0,0.7857,1,W001,DEVELOPMENT_SYNTHETIC
23,1,4,30,1,2,5,1,15,2,1,1,0.5,11,25.0,0.25,15,1,3,2,1,2,0,1.0,1.0,1.0,0.9237,1,W001,DEVELOPMENT_SYNTHETIC
18,3,5,45,2,3,2,3,10,3,1,4,0.2,2,25.0,0.0,10,1,1,1,1,1,0,0.0,1.0,1.0,0.9464,1,W005,DEVELOPMENT_SYNTHETIC
26,3,3,30,1,3,3,4,20,3,1,0,1.0,8,20.0,0.0,20,2,5,3,2,4,0,0.0,0.0,1.0,0.3077,0,W002,DEVELOPMENT_SYNTHETIC
24,1,2,45,1,2,3,1,30,2,6,3,0.6666666666666666,7,15.0,0.25,10,1,1,2,1,2,20,0.0,1.0,1.0,0.1243,0,W009,DEVELOPMENT_SYNTHETIC
24,2,2,45,1,3,1,5,15,3,6,1,0.8571428571428571,11,12.0,0.0,10,1,1,1,1,1,5,0.0,1.0,1.0,0.8277,1,W005,DEVELOPMENT_SYNTHETIC
24,2,3,15,3,3,3,3,10,3,0,0,0.5,4,25.0,0.25,10,1,1,1,1,1,0,0.0,1.0,1.0,0.7928,1,W005,DEVELOPMENT_SYNTHETIC
25,1,5,30,1,1,5,5,45,1,0,0,0.5,1,20.0,0.0,25,3,3,3,2,4,20,0.0,0.0,0.0,0.05,0,W010,DEVELOPMENT_SYNTHETIC
24,2,6,20,2,1,4,1,20,1,4,4,0.5,2,25.0,0.1,15,1,2,1,1,1,5,0.0,1.0,1.0,0.5877,0,W003,DEVELOPMENT_SYNTHETIC
19,2,1,15,2,2,2,4,15,2,3,2,0.6,7,12.0,0.25,10,1,1,1,1,1,5,1.0,1.0,1.0,0.98,1,W005,DEVELOPMENT_SYNTHETIC
21,3,3,45,3,2,4,1,20,2,2,0,1.0,6,20.0,0.4,30,3,6,3,3,5,10,0.0,1.0,1.0,0.5693,0,W006,DEVELOPMENT_SYNTHETIC
20,2,2,45,2,3,3,3,20,3,5,1,0.8333333333333334,7,20.0,0.1,20,2,4,2,2,3,0,0.0,1.0,1.0,0.7058,1,W007,DEVELOPMENT_SYNTHETIC
21,2,1,30,3,3,3,4,15,3,6,3,0.6666666666666666,5,12.0,0.1,25,3,3,3,2,4,10,0.0,1.0,0.0,0.3077,0,W010,DEVELOPMENT_SYNTHETIC
25,1,6,10,3,3,2,4,15,3,6,0,1.0,12,25.0,0.4,15,1,2,1,1,1,0,0.0,1.0,1.0,0.9529,1,W003,DEVELOPMENT_SYNTHETIC
24,2,4,15,1,2,4,1,45,2,4,3,0.5714285714285714,9,25.0,0.4,10,1,1,2,1,2,35,0.0,1.0,1.0,0.1429,0,W009,DEVELOPMENT_SYNTHETIC
19,2,5,45,3,3,1,2,20,3,5,2,0.7142857142857143,2,12.0,0.4,30,3,6,3,3,5,10,1.0,1.0,0.0,0.1679,0,W006,DEVELOPMENT_SYNTHETIC
21,1,2,20,1,1,5,5,20,1,3,2,0.6,6,25.0,0.1,30,3,6,3,3,5,10,0.0,0.0,0.0,0.178,0,W006,DEVELOPMENT_SYNTHETIC
19,2,5,30,1,2,1,2,15,2,2,2,0.5,7,15.0,0.4,30,3,6,3,3,5,15,1.0,0.0,0.0,0.05,0,W006,DEVELOPMENT_SYNTHETIC
23,1,2,30,2,3,1,3,10,3,6,0,1.0,0,20.0,0.0,15,1,2,1,1,1,5,1.0,1.0,1.0,0.98,1,W003,DEVELOPMENT_SYNTHETIC
20,1,4,45,3,1,3,5,45,1,3,1,0.75,12,25.0,0.1,15,1,2,1,1,1,30,0.0,1.0,1.0,0.1311,0,W003,DEVELOPMENT_SYNTHETIC
21,3,4,10,2,2,4,5,45,2,3,0,1.0,11,15.0,0.1,10,1,1,1,1,1,35,0.0,1.0,1.0,0.1531,0,W005,DEVELOPMENT_SYNTHETIC
20,1,4,45,3,1,3,3,20,1,3,0,1.0,4,25.0,0.25,25,3,3,3,2,4,5,1.0,1.0,0.0,0.8258,1,W010,DEVELOPMENT_SYNTHETIC
23,3,2,10,2,3,3,4,20,3,1,2,0.3333333333333333,9,12.0,0.1,30,3,6,3,3,5,10,0.0,0.0,1.0,0.05,0,W006,DEVELOPMENT_SYNTHETIC
23,1,5,15,2,1,2,5,15,1,3,4,0.42857142857142855,2,25.0,0.4,15,1,2,1,1,1,0,0.0,1.0,1.0,0.9758,1,W003,DEVELOPMENT_SYNTHETIC
26,3,2,15,3,3,2,4,15,3,1,1,0.5,5,25.0,0.0,30,3,6,3,3,5,15,0.0,1.0,1.0,0.05,0,W006,DEVELOPMENT_SYNTHETIC
26,2,5,30,1,1,5,4,45,1,5,3,0.625,6,25.0,0.4,15,1,2,1,1,1,30,0.0,1.0,1.0,0.2285,0,W003,DEVELOPMENT_SYNTHETIC
18,3,5,20,1,1,3,2,30,1,1,3,0.25,9,25.0,0.0,25,3,3,3,2,4,5,0.0,0.0,1.0,0.3068,0,W010,DEVELOPMENT_SYNTHETIC
18,2,5,45,3,2,4,5,20,2,3,0,1.0,11,15.0,0.25,15,1,3,2,1,2,5,0.0,1.0,1.0,0.6977,1,W001,DEVELOPMENT_SYNTHETIC
19,2,2,30,2,1,2,2,20,1,4,2,0.6666666666666666,11,25.0,0.1,25,3,3,3,2,4,5,0.0,1.0,0.0,0.3826,0,W010,DEVELOPMENT_SYNTHETIC
23,1,3,45,1,1,5,3,20,1,2,2,0.5,4,20.0,0.0,15,1,2,1,1,1,5,0.0,1.0,1.0,0.6342,1,W003,DEVELOPMENT_SYNTHETIC
20,1,2,15,2,3,2,2,20,3,2,1,0.6666666666666666,12,25.0,0.4,15,1,2,1,1,1,5,1.0,1.0,1.0,0.98,1,W003,DEVELOPMENT_SYNTHETIC
24,3,6,30,2,3,4,1,20,3,6,0,1.0,6,20.0,0.25,15,2,5,2,2,3,5,1.0,1.0,1.0,0.7614,1,W008,DEVELOPMENT_SYNTHETIC
25,2,2,10,3,1,3,1,45,1,1,3,0.25,3,25.0,0.25,30,3,6,3,3,5,15,0.0,1.0,0.0,0.1882,0,W006,DEVELOPMENT_SYNTHETIC
25,2,1,15,3,3,3,1,10,3,0,3,0.0,0,12.0,0.1,15,2,5,2,2,3,5,0.0,1.0,1.0,0.6257,1,W008,DEVELOPMENT_SYNTHETIC
22,1,2,15,2,1,2,3,10,1,5,2,0.7142857142857143,4,12.0,0.25,15,1,2,1,1,1,5,1.0,1.0,1.0,0.98,1,W003,DEVELOPMENT_SYNTHETIC
24,2,5,15,3,2,1,1,10,2,1,3,0.25,1,15.0,0.1,10,1,1,2,1,2,0,0.0,1.0,1.0,0.8657,1,W009,DEVELOPMENT_SYNTHETIC
19,2,4,20,1,1,4,2,45,1,0,1,0.0,6,12.0,0.0,20,2,5,3,2,4,25,0.0,0.0,1.0,0.05,0,W002,DEVELOPMENT_SYNTHETIC
20,2,1,30,2,1,2,1,20,1,4,0,1.0,9,15.0,0.4,30,3,6,3,3,5,10,0.0,0.0,0.0,0.05,0,W006,DEVELOPMENT_SYNTHETIC
24,1,4,15,3,3,5,4,10,3,0,0,0.5,2,12.0,0.4,30,3,6,3,3,5,20,0.0,1.0,0.0,0.05,0,W006,DEVELOPMENT_SYNTHETIC
19,2,2,20,1,1,2,5,20,1,4,4,0.5,4,12.0,0.25,25,2,4,3,1,4,5,0.0,1.0,1.0,0.3264,0,W004,DEVELOPMENT_SYNTHETIC
22,3,6,30,3,1,1,2,15,1,3,0,1.0,3,25.0,0.0,10,1,1,2,1,2,5,0.0,1.0,1.0,0.7044,1,W009,DEVELOPMENT_SYNTHETIC
24,2,5,30,2,1,3,5,20,1,6,3,0.6666666666666666,12,12.0,0.0,25,3,3,3,2,4,5,0.0,1.0,0.0,0.6532,1,W010,DEVELOPMENT_SYNTHETIC
18,1,5,10,2,1,4,5,30,1,5,4,0.5555555555555556,12,25.0,0.4,20,2,4,2,2,3,10,0.0,1.0,1.0,0.4961,0,W007,DEVELOPMENT_SYNTHETIC
20,3,5,45,3,3,3,1,15,3,0,4,0.0,3,15.0,0.25,20,2,4,2,2,3,5,0.0,1.0,1.0,0.6142,1,W007,DEVELOPMENT_SYNTHETIC
22,3,6,10,3,3,4,2,10,3,1,0,1.0,6,12.0,0.4,25,3,3,3,2,4,15,0.0,1.0,1.0,0.05,0,W010,DEVELOPMENT_SYNTHETIC
19,1,6,15,2,3,1,2,20,3,0,1,0.0,7,20.0,0.25,15,1,2,1,1,1,5,0.0,1.0,1.0,0.8135,1,W003,DEVELOPMENT_SYNTHETIC
18,1,1,10,3,2,3,4,30,2,4,0,1.0,4,12.0,0.4,15,2,5,2,2,3,15,0.0,1.0,0.0,0.2108,0,W008,DEVELOPMENT_SYNTHETIC
20,2,6,45,1,2,3,2,30,2,6,0,1.0,9,12.0,0.1,10,1,1,2,1,2,20,0.0,1.0,1.0,0.2023,0,W009,DEVELOPMENT_SYNTHETIC
25,1,5,10,1,1,3,4,20,1,1,0,1.0,8,25.0,0.1,30,3,6,3,3,5,10,1.0,0.0,0.0,0.2674,0,W006,DEVELOPMENT_SYNTHETIC
19,2,3,20,3,2,5,3,15,2,4,0,1.0,2,15.0,0.0,20,2,4,2,2,3,5,1.0,1.0,1.0,0.9072,1,W007,DEVELOPMENT_SYNTHETIC
19,2,5,20,2,2,5,4,15,2,2,1,0.6666666666666666,4,20.0,0.1,15,2,5,2,2,3,0,1.0,1.0,1.0,0.9317,1,W008,DEVELOPMENT_SYNTHETIC
21,3,1,45,2,1,2,1,15,1,0,1,0.0,8,20.0,0.0,30,3,6,3,3,5,15,0.0,0.0,1.0,0.05,0,W006,DEVELOPMENT_SYNTHETIC
19,3,5,20,2,3,2,5,10,3,3,3,0.5,0,15.0,0.25,20,2,5,3,2,4,10,1.0,1.0,1.0,0.4093,0,W002,DEVELOPMENT_SYNTHETIC
25,1,5,20,3,2,1,5,10,2,4,1,0.8,10,25.0,0.0,25,3,3,3,2,4,15,0.0,1.0,0.0,0.05,0,W010,DEVELOPMENT_SYNTHETIC
21,1,6,15,2,3,3,3,15,3,6,3,0.6666666666666666,11,20.0,0.25,15,2,5,2,2,3,0,1.0,1.0,0.0,0.9426,1,W008,DEVELOPMENT_SYNTHETIC
19,1,1,15,1,1,2,1,10,1,3,3,0.5,5,25.0,0.0,10,1,1,2,1,2,0,1.0,1.0,1.0,0.8604,1,W009,DEVELOPMENT_SYNTHETIC
22,1,1,30,2,2,1,1,10,2,6,2,0.75,11,12.0,0.1,30,3,6,3,3,5,20,0.0,0.0,0.0,0.05,0,W006,DEVELOPMENT_SYNTHETIC
24,1,3,20,3,1,5,1,30,1,2,1,0.6666666666666666,0,25.0,0.4,10,1,1,2,1,2,20,0.0,1.0,1.0,0.2252,0,W009,DEVELOPMENT_SYNTHETIC
19,3,4,30,1,1,2,1,10,1,0,1,0.0,2,15.0,0.4,30,3,6,3,3,5,20,0.0,0.0,1.0,0.05,0,W006,DEVELOPMENT_SYNTHETIC
22,3,4,45,3,1,1,1,10,1,1,3,0.25,12,15.0,0.0,30,3,6,3,3,5,20,0.0,1.0,1.0,0.05,0,W006,DEVELOPMENT_SYNTHETIC
24,1,5,15,2,1,4,4,15,1,3,3,0.5,2,20.0,0.1,15,1,2,1,1,1,0,0.0,1.0,1.0,0.7333,1,W003,DEVELOPMENT_SYNTHETIC
21,2,1,10,2,1,3,4,45,1,4,3,0.5714285714285714,0,12.0,0.25,20,2,4,2,2,3,25,0.0,1.0,1.0,0.1763,0,W007,DEVELOPMENT_SYNTHETIC
21,2,3,45,1,3,5,1,15,3,6,2,0.75,7,25.0,0.25,25,3,3,3,2,4,10,1.0,0.0,1.0,0.05,0,W010,DEVELOPMENT_SYNTHETIC
18,2,6,15,2,2,3,5,20,2,0,2,0.0,0,25.0,0.25,25,3,3,3,2,4,5,0.0,1.0,0.0,0.7383,1,W010,DEVELOPMENT_SYNTHETIC
22,1,3,15,1,1,5,1,20,1,4,3,0.5714285714285714,5,15.0,0.1,25,2,4,3,1,4,5,1.0,1.0,1.0,0.8202,1,W004,DEVELOPMENT_SYNTHETIC
18,2,6,20,3,3,3,5,20,3,1,4,0.2,3,25.0,0.25,15,1,2,1,1,1,5,0.0,1.0,1.0,0.587,0,W003,DEVELOPMENT_SYNTHETIC
21,1,2,15,1,1,1,5,15,1,0,2,0.0,9,15.0,0.1,30,3,6,3,3,5,15,0.0,0.0,0.0,0.05,0,W006,DEVELOPMENT_SYNTHETIC
20,1,4,10,2,1,5,2,15,1,6,4,0.6,5,12.0,0.25,20,2,4,2,2,3,5,1.0,1.0,1.0,0.9061,1,W007,DEVELOPMENT_SYNTHETIC
20,1,6,20,2,2,2,4,20,2,3,2,0.6,2,20.0,0.1,25,3,3,3,2,4,5,0.0,1.0,0.0,0.4016,0,W010,DEVELOPMENT_SYNTHETIC
20,2,3,20,2,3,2,1,20,3,4,3,0.5714285714285714,12,12.0,0.1,25,3,3,3,2,4,5,1.0,1.0,0.0,0.174,0,W010,DEVELOPMENT_SYNTHETIC
19,3,1,45,1,3,4,2,15,3,5,0,1.0,3,20.0,0.25,15,1,2,1,1,1,0,0.0,1.0,1.0,0.7258,1,W003,DEVELOPMENT_SYNTHETIC
25,1,4,20,3,3,1,3,10,3,1,0,1.0,5,20.0,0.0,15,1,3,2,1,2,5,1.0,1.0,1.0,0.8633,1,W001,DEVELOPMENT_SYNTHETIC
20,2,5,30,2,3,4,4,15,3,2,4,0.3333333333333333,6,12.0,0.4,25,3,3,3,2,4,10,0.0,1.0,1.0,0.2646,0,W010,DEVELOPMENT_SYNTHETIC
19,3,4,30,1,1,1,3,10,1,2,2,0.5,1,12.0,0.25,15,1,2,1,1,1,5,0.0,1.0,1.0,0.8722,1,W003,DEVELOPMENT_SYNTHETIC
19,1,2,45,3,1,3,5,45,1,5,0,1.0,6,15.0,0.4,15,1,2,1,1,1,30,1.0,1.0,1.0,0.3887,0,W003,DEVELOPMENT_SYNTHETIC
24,1,5,15,2,1,5,5,30,1,5,2,0.7142857142857143,4,15.0,0.0,15,1,3,2,1,2,15,0.0,1.0,1.0,0.1537,0,W001,DEVELOPMENT_SYNTHETIC
18,3,2,15,3,2,3,1,45,2,0,2,0.0,10,25.0,0.1,20,2,5,3,2,4,25,0.0,1.0,1.0,0.197,0,W002,DEVELOPMENT_SYNTHETIC
19,1,5,20,1,3,4,1,15,3,6,3,0.6666666666666666,7,25.0,0.25,20,2,5,3,2,4,5,1.0,0.0,1.0,0.2379,0,W002,DEVELOPMENT_SYNTHETIC
24,3,4,20,2,1,3,2,45,1,0,2,0.0,7,25.0,0.25,25,2,4,3,1,4,20,1.0,1.0,1.0,0.2988,0,W004,DEVELOPMENT_SYNTHETIC
19,3,1,10,1,1,3,5,45,1,6,4,0.6,3,12.0,0.4,10,1,1,2,1,2,35,1.0,1.0,1.0,0.3374,0,W009,DEVELOPMENT_SYNTHETIC
21,3,2,45,3,2,4,3,15,2,3,0,1.0,8,15.0,0.0,15,2,5,2,2,3,0,0.0,1.0,1.0,0.6876,1,W008,DEVELOPMENT_SYNTHETIC
18,1,3,15,1,1,4,1,45,1,1,1,0.5,9,20.0,0.25,20,2,5,3,2,4,25,0.0,0.0,1.0,0.05,0,W002,DEVELOPMENT_SYNTHETIC
23,2,5,45,3,2,3,5,45,2,6,0,1.0,12,25.0,0.0,20,2,4,2,2,3,25,0.0,1.0,1.0,0.1285,0,W007,DEVELOPMENT_SYNTHETIC
19,1,3,45,3,3,1,5,10,3,6,2,0.75,8,20.0,0.4,10,1,1,1,1,1,0,0.0,1.0,1.0,0.928,1,W005,DEVELOPMENT_SYNTHETIC
25,3,2,45,2,3,1,2,15,3,3,1,0.75,9,25.0,0.0,20,2,4,2,2,3,5,0.0,1.0,1.0,0.6565,1,W007,DEVELOPMENT_SYNTHETIC
22,3,1,30,1,1,3,1,30,1,6,2,0.75,4,20.0,0.4,20,2,5,3,2,4,10,0.0,0.0,1.0,0.2221,0,W002,DEVELOPMENT_SYNTHETIC
23,1,3,30,2,3,3,4,20,3,5,0,1.0,3,25.0,0.1,20,2,4,2,2,3,0,1.0,1.0,0.0,0.8282,1,W007,DEVELOPMENT_SYNTHETIC
26,2,4,10,3,2,2,1,15,2,5,4,0.5555555555555556,6,15.0,0.0,15,1,2,1,1,1,0,0.0,1.0,1.0,0.98,1,W003,DEVELOPMENT_SYNTHETIC
25,1,3,10,1,1,1,3,20,1,1,2,0.3333333333333333,5,25.0,0.4,20,2,5,3,2,4,0,0.0,0.0,0.0,0.0505,0,W002,DEVELOPMENT_SYNTHETIC
25,1,4,30,1,2,2,4,20,2,4,2,0.6666666666666666,5,15.0,0.25,20,2,5,3,2,4,0,0.0,0.0,0.0,0.05,0,W002,DEVELOPMENT_SYNTHETIC
21,1,1,15,2,1,2,2,20,1,1,2,0.3333333333333333,10,25.0,0.0,15,1,3,2,1,2,5,0.0,1.0,1.0,0.6731,1,W001,DEVELOPMENT_SYNTHETIC
18,1,2,45,3,1,2,3,20,1,6,2,0.75,11,20.0,0.4,20,2,4,2,2,3,0,0.0,1.0,0.0,0.76,1,W007,DEVELOPMENT_SYNTHETIC
22,2,1,30,2,1,5,5,45,1,4,0,1.0,0,20.0,0.25,10,1,1,1,1,1,35,1.0,1.0,1.0,0.32,0,W005,DEVELOPMENT_SYNTHETIC
22,1,4,20,2,1,3,3,30,1,5,2,0.7142857142857143,3,15.0,0.1,15,1,3,2,1,2,15,1.0,1.0,1.0,0.3535,0,W001,DEVELOPMENT_SYNTHETIC
18,2,6,15,3,2,4,3,30,2,3,3,0.5,6,12.0,0.1,30,3,6,3,3,5,0,1.0,1.0,1.0,0.8807,1,W006,DEVELOPMENT_SYNTHETIC
25,3,4,45,1,3,3,5,15,3,6,1,0.8571428571428571,10,15.0,0.25,20,2,5,3,2,4,5,0.0,0.0,1.0,0.2557,0,W002,DEVELOPMENT_SYNTHETIC
20,1,2,45,3,2,3,1,20,2,2,1,0.6666666666666666,11,20.0,0.4,30,3,6,3,3,5,10,0.0,1.0,0.0,0.5831,0,W006,DEVELOPMENT_SYNTHETIC
19,2,1,30,3,2,4,1,15,2,3,1,0.75,8,12.0,0.4,10,1,1,2,1,2,5,1.0,1.0,1.0,0.8793,1,W009,DEVELOPMENT_SYNTHETIC
21,2,1,15,1,1,3,4,45,1,1,2,0.3333333333333333,11,15.0,0.0,15,2,5,2,2,3,30,0.0,0.0,1.0,0.05,0,W008,DEVELOPMENT_SYNTHETIC
18,3,1,10,1,2,4,3,20,2,6,1,0.8571428571428571,9,15.0,0.4,20,2,5,3,2,4,0,0.0,0.0,1.0,0.4567,0,W002,DEVELOPMENT_SYNTHETIC
24,3,3,30,2,3,4,4,15,3,0,0,0.5,8,15.0,0.25,15,1,3,2,1,2,0,1.0,1.0,1.0,0.8024,1,W001,DEVELOPMENT_SYNTHETIC
21,3,1,10,1,1,2,3,15,1,1,0,1.0,6,20.0,0.1,20,2,5,3,2,4,5,0.0,0.0,1.0,0.05,0,W002,DEVELOPMENT_SYNTHETIC
26,2,5,45,2,2,3,4,20,2,2,3,0.4,5,15.0,0.1,20,2,4,2,2,3,0,0.0,1.0,1.0,0.7794,1,W007,DEVELOPMENT_SYNTHETIC
21,1,5,15,1,3,1,5,20,3,1,0,1.0,5,12.0,0.4,10,1,1,1,1,1,10,0.0,1.0,1.0,0.764,1,W005,DEVELOPMENT_SYNTHETIC
19,3,6,10,1,3,1,1,20,3,0,3,0.0,7,25.0,0.0,10,1,1,2,1,2,10,0.0,1.0,1.0,0.5189,0,W009,DEVELOPMENT_SYNTHETIC
